era,dc_type,count,era_total,pct
pre-1700,Predigt|Gelegenheitsschrift:Jubiläum|Streitschrift:theol.,2,121931,0.0
pre-1700,Predigt|Leichenpredigt,2,121931,0.0
pre-1700,Predigt|Musikbuch|Gelegenheitsschrift:Einweihung,2,121931,0.0
pre-1700,Predigt|Ordensliteratur:Augustiner-Barfüßer,2,121931,0.0
pre-1700,Psalter|Gebetbuch,2,121931,0.0
pre-1700,Psalter|Gebet|Lied,2,121931,0.0
pre-1700,Psalter|Gesangbuch,2,121931,0.0
pre-1700,Pädagogik|Anstandsliteratur,2,121931,0.0
pre-1700,Pädagogik|Fürstenspiegel,2,121931,0.0
pre-1700,Ratgeber|Anleitung|Medizin,2,121931,0.0
pre-1700,Ratgeber|Gartenbau,2,121931,0.0
pre-1700,Rede|Leichenpredigt,2,121931,0.0
pre-1700,Reisebericht|Flugschrift,2,121931,0.0
pre-1700,Rhetorik|Rede,2,121931,0.0
pre-1700,Richtlinie,2,121931,0.0
pre-1700,Roman|Verserzählung|Biographie,2,121931,0.0
pre-1700,Roman|Volksbuch,2,121931,0.0
pre-1700,Satire|Lied,2,121931,0.0
pre-1700,Satire|Verserzählung,2,121931,0.0
pre-1700,Schwank|Liedersammlung,2,121931,0.0
pre-1700,Schäferdichtung|Festbeschreibung|Gelegenheitsschrift:Hochzeit,2,121931,0.0
pre-1700,Seuchenschrift|Medizin,2,121931,0.0
pre-1700,Seuchenschrift|Ratgeber,2,121931,0.0
pre-1700,Streitschrift:jur.|Geldwesen,2,121931,0.0
pre-1700,Streitschrift:jur.|Regesten|Brief,2,121931,0.0
pre-1700,Streitschrift:jur.|Streitschrift:polit.,2,121931,0.0
pre-1700,Streitschrift:polit.|Geldwesen,2,121931,0.0
pre-1700,Streitschrift:polit.|Ordensliteratur:Jesuiten|Flugschrift,2,121931,0.0
pre-1700,Streitschrift:polit.|Satire,2,121931,0.0
pre-1700,Streitschrift:polit.|Streitschrift:theol.,2,121931,0.0
pre-1700,Streitschrift:theol.|Bibliographie,2,121931,0.0
pre-1700,Streitschrift:theol.|Gelegenheitsschrift:Abschied,2,121931,0.0
pre-1700,Streitschrift:theol.|Gelegenheitsschrift:Konversion|Ordensliteratur:Jesuiten,2,121931,0.0
pre-1700,Streitschrift:theol.|Hochschulschrift,2,121931,0.0
pre-1700,Streitschrift:theol.|Judaicum|Gelegenheitsschrift:Konversion,2,121931,0.0
pre-1700,Streitschrift:theol.|Katechismus,2,121931,0.0
pre-1700,Streitschrift:theol.|Ordensliteratur:Franziskaner,2,121931,0.0
pre-1700,Streitschrift:theol.|Regesten,2,121931,0.0
pre-1700,Streitschrift:theol.|Streitschrift:polit.,2,121931,0.0
pre-1700,Streitschrift|Alchemie,2,121931,0.0
pre-1700,Streitschrift|Astronomie|Astrologie,2,121931,0.0
pre-1700,Tierbuch|Zoologie,2,121931,0.0
pre-1700,Totentanz,2,121931,0.0
pre-1700,Traktat|Predigt,2,121931,0.0
pre-1700,Traktat|Predigtsammlung,2,121931,0.0
pre-1700,Urkundenbuch,2,121931,0.0
pre-1700,Verordnung|Einblattdruck|Amtsdruckschrift / Gesetzessammlung / Verordnung / Vertrag / Gesetz / Edikt,2,121931,0.0
pre-1700,Verordnung|Einblattdruck|Gelegenheitsschrift:Amtsantritt,2,121931,0.0
pre-1700,Verserzählung|Gelegenheitsschrift:Neujahr,2,121931,0.0
pre-1700,Vertrag|Flugschrift|Gelegenheitsschrift:Friedensschluß,2,121931,0.0
pre-1700,Wörterbuch|Schulbuch,2,121931,0.0
pre-1700,Zeitung|Flugschrift,2,121931,0.0
pre-1700,multivolume monograph|Konkordanz,2,121931,0.0
pre-1700,reporting|multivolume monograph,2,121931,0.0
pre-1700,!09663216X!Leichenpredigt,1,121931,0.0
pre-1700,Alchemie|Astronomie|Astrologie,1,121931,0.0
pre-1700,Alchemie|Bergbau|Mineralogie,1,121931,0.0
pre-1700,Alchemie|Botanik|Arzneibuch|Medizin,1,121931,0.0
pre-1700,Alchemie|Chemie|Arzneibuch,1,121931,0.0
pre-1700,Alchemie|Chemie|Brief,1,121931,0.0
pre-1700,Alchemie|Chemie|Medizin,1,121931,0.0
pre-1700,Alchemie|Chirurgie,1,121931,0.0
pre-1700,Alchemie|Einblattdruck,1,121931,0.0
pre-1700,Alchemie|Geldwesen|Streitschrift:polit.,1,121931,0.0
pre-1700,Alchemie|Gesellschaftsschrift|Medizin,1,121931,0.0
pre-1700,Alchemie|Gesellschaftsschrift|Streitschrift:theol.,1,121931,0.0
pre-1700,Alchemie|Gesellschaftsschrift|Streitschrift:theol.|Figurengedicht,1,121931,0.0
pre-1700,Alchemie|Handbuch,1,121931,0.0
pre-1700,Alchemie|Medizin|Arzneibuch,1,121931,0.0
pre-1700,Alchemie|Medizin|Arzneibuch|Flugschrift,1,121931,0.0
pre-1700,Alchemie|Mineralogie,1,121931,0.0
pre-1700,Alchemie|Pflanzenbuch|Arzneibuch,1,121931,0.0
pre-1700,Alchemie|Ratgeber,1,121931,0.0
pre-1700,Alchemie|Streitschrift|Gesellschaftsschrift,1,121931,0.0
pre-1700,Alchemie|Traktat|Emblembuch,1,121931,0.0
pre-1700,Alchemie|Verserzählung,1,121931,0.0
pre-1700,Altertumskunde|Drama,1,121931,0.0
pre-1700,Altertumskunde|Predigtsammlung,1,121931,0.0
pre-1700,Altertumskunde|Schulbuch,1,121931,0.0
pre-1700,Altertumskunde|Topographie|Chronik,1,121931,0.0
pre-1700,Amtsdruckschrift|Arzneibuch,1,121931,0.0
pre-1700,Amtsdruckschrift|Bergbau,1,121931,0.0
pre-1700,Amtsdruckschrift|Brief,1,121931,0.0
pre-1700,Amtsdruckschrift|Briefsammlung,1,121931,0.0
pre-1700,Amtsdruckschrift|Edikt,1,121931,0.0
pre-1700,Amtsdruckschrift|Geldwesen|Verordnung,1,121931,0.0
pre-1700,Amtsdruckschrift|Gesetzessammlung,1,121931,0.0
pre-1700,Amtsdruckschrift|Gesetz|Verordnung,1,121931,0.0
pre-1700,Amtsdruckschrift|Mandat,1,121931,0.0
pre-1700,Amtsdruckschrift|Rede|Flugschrift,1,121931,0.0
pre-1700,Amtsdruckschrift|Regesten|Flugschrift,1,121931,0.0
pre-1700,Amtsdruckschrift|Regesten|Judaicum,1,121931,0.0
pre-1700,Amtsdruckschrift|Regesten|Streitschrift:jur.,1,121931,0.0
pre-1700,Amtsdruckschrift|Streitschrift:jur.|Streitschrift:polit.,1,121931,0.0
pre-1700,Amtsdruckschrift|Streitschrift:theol.,1,121931,0.0
pre-1700,Amtsdruckschrift|Verordnung|Agende,1,121931,0.0
pre-1700,Amtsdruckschrift|Verordnung|Einblattdruck|Flugschrift,1,121931,0.0
pre-1700,Amtsdruckschrift|Verordnung|Geldwesen|Einblattdruck,1,121931,0.0
pre-1700,Amtsdruckschrift|Verordnung|Gelegenheitsschrift:Einweihung,1,121931,0.0
pre-1700,Amtsdruckschrift|Verordnung|Gelegenheitsschrift:Tod,1,121931,0.0
pre-1700,Amtsdruckschrift|Verordnung|Hochschulschrift,1,121931,0.0
pre-1700,Amtsdruckschrift|Verordnung|Medizin|Arzneibuch,1,121931,0.0
pre-1700,Amtsdruckschrift|Vertrag,1,121931,0.0
pre-1700,Amtsdruckschrift|Vertrag|Briefsammlung|Regesten,1,121931,0.0
pre-1700,Anatomie|Astronomie|Tierbuch|Pflanzenbuch,1,121931,0.0
pre-1700,Anatomie|Chirurgie,1,121931,0.0
pre-1700,Anatomie|Medizin|Lyrik,1,121931,0.0
pre-1700,Anatomie|Zoologie,1,121931,0.0
pre-1700,Anleitung|Medizin,1,121931,0.0
pre-1700,Anstandsliteratur|Satire,1,121931,0.0
pre-1700,Anthologie|Altertumskunde,1,121931,0.0
pre-1700,Anthologie|Kalender|Praktik,1,121931,0.0
pre-1700,Anthologie|Satire,1,121931,0.0
pre-1700,Anthologie|Satire|Volksbuch,1,121931,0.0
pre-1700,Aphorismus|Zitatensammlung|Erbauungsliteratur,1,121931,0.0
pre-1700,Architektur|Festungsbau,1,121931,0.0
pre-1700,Architektur|Gelegenheitsschrift:Einweihung,1,121931,0.0
pre-1700,Architektur|Plan,1,121931,0.0
pre-1700,Ars moriendi|Predigtsammlung,1,121931,0.0
pre-1700,Arzneibuch|Alchemie|Chemie,1,121931,0.0
pre-1700,Arzneibuch|Amtsdruckschrift,1,121931,0.0
pre-1700,Arzneibuch|Chemie,1,121931,0.0
pre-1700,Arzneibuch|Chirurgie|Alchemie,1,121931,0.0
pre-1700,Arzneibuch|Frauenliteratur,1,121931,0.0
pre-1700,Arzneibuch|Hausväterliteratur|Medizin,1,121931,0.0
pre-1700,Arzneibuch|Medizin|Anatomie,1,121931,0.0
pre-1700,Arzneibuch|Seuchenschrift,1,121931,0.0
pre-1700,Arzneibuch|Tiermedizin,1,121931,0.0
pre-1700,Arzneibuch|Verordnung|Medizin|Amtsdruckschrift,1,121931,0.0
pre-1700,Astronomie|Astrologie|Streitschrift,1,121931,0.0
pre-1700,Astronomie|Mathematik,1,121931,0.0
pre-1700,Astronomie|Streitschrift,1,121931,0.0
pre-1700,Astronomie|Volksschrifttum,1,121931,0.0
pre-1700,Atlas|Geographie,1,121931,0.0
pre-1700,Auktionskatalog,1,121931,0.0
pre-1700,Autobiographie,1,121931,0.0
pre-1700,Bergbau|Alchemie,1,121931,0.0
pre-1700,Bergbau|Mineralogie|Alchemie,1,121931,0.0
pre-1700,Bergbau|Predigt,1,121931,0.0
pre-1700,Bergbau|Predigtsammlung,1,121931,0.0
pre-1700,Bericht|Handschrift,1,121931,0.0
pre-1700,Bericht|Streitschrift:theol.,1,121931,0.0
pre-1700,Bibel|Emblembuch,1,121931,0.0
pre-1700,Bibel|Gebetbuch|Katechismus,1,121931,0.0
pre-1700,Bibel|Gesangbuch,1,121931,0.0
pre-1700,Bibel|Lyrik|Kalender,1,121931,0.0
pre-1700,Bibel|Psalter,1,121931,0.0
pre-1700,Bibliographie|Einblattdruck|Porträtwerk,1,121931,0.0
pre-1700,Bibliographie|Traktat,1,121931,0.0
pre-1700,Bildband,1,121931,0.0
pre-1700,Biographie|Altertumskunde,1,121931,0.0
pre-1700,Biographie|Chronik,1,121931,0.0
pre-1700,Biographie|Chronik|Altertumskunde,1,121931,0.0
pre-1700,Biographie|Frauenliteratur,1,121931,0.0
pre-1700,Biographie|Fürstenspiegel,1,121931,0.0
pre-1700,Biographie|Gebetbuch,1,121931,0.0
pre-1700,Biographie|Ordensliteratur:Jesuiten|Chronik|Frauenliteratur,1,121931,0.0
pre-1700,Biographie|Rede,1,121931,0.0
pre-1700,Biographie|Streitschrift:theol.,1,121931,0.0
pre-1700,Botanik|Gartenbau,1,121931,0.0
pre-1700,Botanik|Geographie|Topographie|Zoologie,1,121931,0.0
pre-1700,Botanik|Medizin|Zoologie|Alchemie|Physik,1,121931,0.0
pre-1700,Brevier,1,121931,0.0
pre-1700,Briefsammlung|Regesten,1,121931,0.0
pre-1700,Briefsammlung|Streitschrift:theol.,1,121931,0.0
pre-1700,Briefsammlung|Verordnung,1,121931,0.0
pre-1700,Briefsteller|Frauenliteratur,1,121931,0.0
pre-1700,Briefsteller|Handbuch|Formularsammlung,1,121931,0.0
pre-1700,Briefsteller|Rhetorik,1,121931,0.0
pre-1700,Brief|Flugschrift|Gelegenheitsschrift:Jubiläum,1,121931,0.0
pre-1700,Brief|Flugschrift|Lied,1,121931,0.0
pre-1700,Brief|Flugschrift|Streitschrift:polit.,1,121931,0.0
pre-1700,Brief|Flugschrift|Streitschrift:theol.,1,121931,0.0
pre-1700,Brief|Gelegenheitsschrift:Konversion,1,121931,0.0
pre-1700,Brief|Gelegenheitsschrift:Tod,1,121931,0.0
pre-1700,Brief|Katechismus,1,121931,0.0
pre-1700,Brief|Kommentar: polit.|Streitschrift:polit.|Flugschrift,1,121931,0.0
pre-1700,Brief|Kriegskunde|Flugschrift,1,121931,0.0
pre-1700,Brief|Lyrik,1,121931,0.0
pre-1700,Brief|Regesten,1,121931,0.0
pre-1700,Brief|Streitschrift,1,121931,0.0
pre-1700,Brief|Streitschrift: theol.,1,121931,0.0
pre-1700,Brief|Streitschrift:jur.,1,121931,0.0
pre-1700,Bücheranzeige|Alchemie|Chemie,1,121931,0.0
pre-1700,Bücheranzeige|Flugschrift,1,121931,0.0
pre-1700,Bücheranzeige|Flugschrift|Astronomie,1,121931,0.0
pre-1700,Bücheranzeige|Gelegenheitsschrift:Tod|Festbeschreibung,1,121931,0.0
pre-1700,Bücheranzeige|Zeitschrift,1,121931,0.0
pre-1700,Chemie|Bergbau,1,121931,0.0
pre-1700,Chemie|Ordensliteratur:Benediktiner,1,121931,0.0
pre-1700,Chiromantie,1,121931,0.0
pre-1700,Chiromantie|Physiognomie|Astrologie,1,121931,0.0
pre-1700,Chirurgie|Alchemie,1,121931,0.0
pre-1700,Chirurgie|Anatomie|Anleitung,1,121931,0.0
pre-1700,Chronik|Astronomie|Kalender,1,121931,0.0
pre-1700,Chronik|Bergbau,1,121931,0.0
pre-1700,Chronik|Buchbinderanweisung,1,121931,0.0
pre-1700,Chronik|Gelegenheitsschrift:Tod,1,121931,0.0
pre-1700,Chronik|Genealogie|Porträtwerk|Wappenbuch,1,121931,0.0
pre-1700,Chronik|Geographie,1,121931,0.0
pre-1700,Chronik|Geographie|Topographie|Lexikon,1,121931,0.0
pre-1700,Chronik|Kommentar: theol.,1,121931,0.0
pre-1700,Chronik|Kriegskunde,1,121931,0.0
pre-1700,Chronik|Legende,1,121931,0.0
pre-1700,Chronik|Lexikon,1,121931,0.0
pre-1700,Chronik|Lyrik,1,121931,0.0
pre-1700,Chronik|Medizin,1,121931,0.0
pre-1700,Chronik|Ordensliteratur:Jesuiten,1,121931,0.0
pre-1700,Chronik|Predigtsammlung,1,121931,0.0
pre-1700,Chronik|Rede,1,121931,0.0
pre-1700,Chronik|Regesten,1,121931,0.0
pre-1700,Chronik|Streitschrift:polit.|Regesten,1,121931,0.0
pre-1700,Chronik|Streitschrift:polit.|Streitschrift:jur.,1,121931,0.0
pre-1700,Chronik|Streitschrift:theol.|Kommentar: theol.,1,121931,0.0
pre-1700,Chronik|Zeitung,1,121931,0.0
pre-1700,Dissertation:jur.,1,121931,0.0
pre-1700,Dissertation|Alchemie,1,121931,0.0
pre-1700,Drama|Festbeschreibung,1,121931,0.0
pre-1700,Drama|Gelegenheitsschrift:Begrüßung,1,121931,0.0
pre-1700,Drama|Gelegenheitsschrift:Geburtstag,1,121931,0.0
pre-1700,Drama|Gelegenheitsschrift:Tod|Libretto,1,121931,0.0
pre-1700,Drama|Gesellschaftsschrift,1,121931,0.0
pre-1700,Drama|Satire|Schäferdichtung,1,121931,0.0
pre-1700,Drama|Schulbuch,1,121931,0.0
pre-1700,Drama|Theaterzettel,1,121931,0.0
pre-1700,Einblattdruck|Amtsdruckschrift|Gelegenheitsschrift:Fest|Gelegenheitsschrift:Einladung,1,121931,0.0
pre-1700,Einblattdruck|Amtsdruckschrift|Gelegenheitsschrift:Tod,1,121931,0.0
pre-1700,Einblattdruck|Astronomie|Astrologie,1,121931,0.0
pre-1700,Einblattdruck|Astronomie|Gebet,1,121931,0.0
pre-1700,Einblattdruck|Chronik,1,121931,0.0
pre-1700,Einblattdruck|Festungsbau,1,121931,0.0
pre-1700,Einblattdruck|Flugschrift|Gelegenheitsschrift:Sieg,1,121931,0.0
pre-1700,Einblattdruck|Flugschrift|Kriegskunde,1,121931,0.0
pre-1700,Einblattdruck|Flugschrift|Lied,1,121931,0.0
pre-1700,Einblattdruck|Flugschrift|Vertrag,1,121931,0.0
pre-1700,Einblattdruck|Frauenliteratur,1,121931,0.0
pre-1700,Einblattdruck|Gebet|Gelegenheitsschrift:Tod,1,121931,0.0
pre-1700,Einblattdruck|Gebet|Lyrik,1,121931,0.0
pre-1700,Einblattdruck|Geldwesen|Verordnung,1,121931,0.0
pre-1700,Einblattdruck|Gelegenheitsschrift:Begrüßung,1,121931,0.0
pre-1700,Einblattdruck|Gelegenheitsschrift:Friedensschluß,1,121931,0.0
pre-1700,Einblattdruck|Gelegenheitsschrift:Friedensschluß|Gelegenheitsschrift:Jubiläum|Gelegenheitsschrift:Fest|Gebet,1,121931,0.0
pre-1700,Einblattdruck|Gelegenheitsschrift:Geburtstag|Gelegenheitsschrift:Namenstag,1,121931,0.0
pre-1700,Einblattdruck|Gelegenheitsschrift:Gedenken|Lied,1,121931,0.0
pre-1700,Einblattdruck|Gelegenheitsschrift:Jubiläum,1,121931,0.0
pre-1700,Einblattdruck|Gelegenheitsschrift:Krönung,1,121931,0.0
pre-1700,Einblattdruck|Genealogie,1,121931,0.0
pre-1700,Einblattdruck|Kalender,1,121931,0.0
pre-1700,Einblattdruck|Lied|Astronomie,1,121931,0.0
pre-1700,Einblattdruck|Lied|Flugschrift,1,121931,0.0
pre-1700,Einblattdruck|Lied|Gebet,1,121931,0.0
pre-1700,Einblattdruck|Lied|Gebet|Streitschrift:theol.,1,121931,0.0
pre-1700,Einblattdruck|Lied|Lyrik|Gelegenheitsschrift,1,121931,0.0
pre-1700,Einblattdruck|Lyrik|Flugschrift,1,121931,0.0
pre-1700,Einblattdruck|Lyrik|Gelegenheitsschrift:Abschied,1,121931,0.0
pre-1700,Einblattdruck|Lyrik|Gelegenheitsschrift:Friedensschluß,1,121931,0.0
pre-1700,Einblattdruck|Lyrik|Gelegenheitsschrift:Geburtstag,1,121931,0.0
pre-1700,Einblattdruck|Lyrik|Gelegenheitsschrift:Jubiläum,1,121931,0.0
pre-1700,Einblattdruck|Lyrik|Gelegenheitsschrift:Promotion,1,121931,0.0
pre-1700,Einblattdruck|Lyrik|Gelegenheitsschrift:Tod|Lied,1,121931,0.0
pre-1700,Einblattdruck|Lyrik|Lied|Predigt,1,121931,0.0
pre-1700,Einblattdruck|Lyrik|Schäferdichtung,1,121931,0.0
pre-1700,Einblattdruck|Medizin|Verordnung,1,121931,0.0
pre-1700,Einblattdruck|Ordensliteratur:Franziskaner,1,121931,0.0
pre-1700,Einblattdruck|Ordensliteratur:Jesuiten,1,121931,0.0
pre-1700,Einblattdruck|Satire,1,121931,0.0
pre-1700,Einblattdruck|Streitschrift:jur.,1,121931,0.0
pre-1700,Einblattdruck|Streitschrift:polit.,1,121931,0.0
pre-1700,Einblattdruck|Streitschrift:theol.,1,121931,0.0
pre-1700,Einblattdruck|Streitschrift:theol.|Lyrik|Satire,1,121931,0.0
pre-1700,Einblattdruck|Streitschrift:theol.|Streitschrift:polit.,1,121931,0.0
pre-1700,Einblattdruck|Topographie,1,121931,0.0
pre-1700,Einblattdruck|Verordnung|Gelegenheitsschrift:Friedensschluß,1,121931,0.0
pre-1700,Einblattdruck|Zoologie,1,121931,0.0
pre-1700,Einführung|Anleitung|Mathematik,1,121931,0.0
pre-1700,Emblembuch|Fürstenspiegel,1,121931,0.0
pre-1700,Emblembuch|Gelegenheitsschrift:Amtsantritt,1,121931,0.0
pre-1700,Emblembuch|Gelegenheitsschrift:Hochzeit|Figurengedicht|Lyrik,1,121931,0.0
pre-1700,Emblembuch|Ordensliteratur:Benediktiner,1,121931,0.0
pre-1700,Enzyklopädie|Alchemie,1,121931,0.0
pre-1700,Epigramm|Wörterbuch,1,121931,0.0
pre-1700,Epikedeion|Leichenpredigt,1,121931,0.0
pre-1700,Epik|Flugschrift|Anekdote,1,121931,0.0
pre-1700,Epik|Legende,1,121931,0.0
pre-1700,Epik|Roman,1,121931,0.0
pre-1700,Epik|Satire,1,121931,0.0
pre-1700,Epik|Verserzählung,1,121931,0.0
pre-1700,Epos,1,121931,0.0
pre-1700,Erbauungsliteratur|Gebetbuch,1,121931,0.0
pre-1700,Erbauungsliteratur|Heiligenvita,1,121931,0.0
pre-1700,Erbauungsliteratur|Kommentar: theol.,1,121931,0.0
pre-1700,Erbauungsliteratur|Streitschrift:theol.,1,121931,0.0
pre-1700,Erbauungsliteratur|Traktat,1,121931,0.0
pre-1700,Erbauungsliteratur|Traktat|Streitschrift:theol.,1,121931,0.0
pre-1700,Erlebnisbericht,1,121931,0.0
pre-1700,Erlebnisbericht|Flugschrift,1,121931,0.0
pre-1700,Erlebnisbericht|Predigt|Ordensliteratur:Augustiner-Barfüßer|Festbeschreibung,1,121931,0.0
pre-1700,Erotische Literatur,1,121931,0.0
pre-1700,Fabel|Lyrik,1,121931,0.0
pre-1700,Festbeschreibung|Einführung,1,121931,0.0
pre-1700,Festbeschreibung|Gelegenheitsschrift:Amtsantritt,1,121931,0.0
pre-1700,Festbeschreibung|Gelegenheitsschrift:Begrüßung,1,121931,0.0
pre-1700,Festbeschreibung|Gelegenheitsschrift:Begrüßung|Gelegenheitsschrift:Hochzeit|Lyrik,1,121931,0.0
pre-1700,Festbeschreibung|Gelegenheitsschrift:Begrüßung|Libretto,1,121931,0.0
pre-1700,Festbeschreibung|Gelegenheitsschrift:Friedensschluß|Predigt,1,121931,0.0
pre-1700,Festbeschreibung|Gelegenheitsschrift:Geburtstag,1,121931,0.0
pre-1700,Festbeschreibung|Gelegenheitsschrift:Geburtstag|Frauenliteratur|Figurengedicht|Libretto,1,121931,0.0
pre-1700,Festbeschreibung|Gelegenheitsschrift:Geburtstag|Gelegenheitsschrift:Fest,1,121931,0.0
pre-1700,Festbeschreibung|Gelegenheitsschrift:Geburt|Gelegenheitsschrift:Fest,1,121931,0.0
pre-1700,Festbeschreibung|Gelegenheitsschrift:Hochzeit|Gelegenheitsschrift:Begrüßung|Lyrik,1,121931,0.0
pre-1700,Festbeschreibung|Gelegenheitsschrift:Hochzeit|Gelegenheitsschrift:Fest,1,121931,0.0
pre-1700,Festbeschreibung|Gelegenheitsschrift:Krönung|Flugschrift,1,121931,0.0
pre-1700,Festbeschreibung|Gelegenheitsschrift:Sieg,1,121931,0.0
pre-1700,Festbeschreibung|Gelegenheitsschrift:Taufe|Emblembuch,1,121931,0.0
pre-1700,Festbeschreibung|Gelegenheitsschrift:Tod,1,121931,0.0
pre-1700,Festbeschreibung|Leichenpredigt|Ordensliteratur:Barnabiten,1,121931,0.0
pre-1700,Festbeschreibung|Libretto|Figurengedicht,1,121931,0.0
pre-1700,Festbeschreibung|Ordensliteratur:Augustiner-Barfüßer|Predigt|Erlebnisbericht,1,121931,0.0
pre-1700,Festbeschreibung|Ordensliteratur:Benediktiner|Leichenpredigt,1,121931,0.0
pre-1700,Festbeschreibung|Predigtsammlung|Gelegenheitsschrift:Jubiläum,1,121931,0.0
pre-1700,Festbeschreibung|Predigt|Ordensliteratur:Augustiner-Barfüßer|Gelegenheitsschrift:Fest,1,121931,0.0
pre-1700,Festbeschreibung|Theaterzettel,1,121931,0.0
pre-1700,Festungsbau|Architektur,1,121931,0.0
pre-1700,Festungsbau|Streitschrift,1,121931,0.0
pre-1700,Fibel,1,121931,0.0
pre-1700,Figurengedicht|Gebetbuch|Lyrik|Emblembuch,1,121931,0.0
pre-1700,Figurengedicht|Libretto|Gelegenheitsschrift:Friedensschluß,1,121931,0.0
pre-1700,Figurengedicht|Liedersammlung|Schäferdichtung,1,121931,0.0
pre-1700,Figurengedicht|Lyrik,1,121931,0.0
pre-1700,Figurengedicht|Lyrik|Gelegenheitsschrift:Hochzeit,1,121931,0.0
pre-1700,Figurengedicht|Poetik,1,121931,0.0
pre-1700,Fiktionale Darstellung|Flugschrift,1,121931,0.0
pre-1700,Flugschrift|Anatomie,1,121931,0.0
pre-1700,Flugschrift|Anleitung,1,121931,0.0
pre-1700,Flugschrift|Arzneibuch|Medizin,1,121931,0.0
pre-1700,Flugschrift|Bibel,1,121931,0.0
pre-1700,Flugschrift|Biographie,1,121931,0.0
pre-1700,Flugschrift|Brief|Chronik,1,121931,0.0
pre-1700,Flugschrift|Brief|Vertrag,1,121931,0.0
pre-1700,Flugschrift|Drama,1,121931,0.0
pre-1700,Flugschrift|Entscheidungssammlung,1,121931,0.0
pre-1700,Flugschrift|Erbauungsliteratur,1,121931,0.0
pre-1700,Flugschrift|Festbeschreibung|Gelegenheitsschrift:Begrüßung,1,121931,0.0
pre-1700,Flugschrift|Gebet|Brief,1,121931,0.0
pre-1700,Flugschrift|Gebet|Verordnung,1,121931,0.0
pre-1700,Flugschrift|Geldwesen,1,121931,0.0
pre-1700,Flugschrift|Gelegenheitsschrift:Abschied,1,121931,0.0
pre-1700,Flugschrift|Gelegenheitsschrift:Begrüßung,1,121931,0.0
pre-1700,Flugschrift|Gelegenheitsschrift:Friedensschluß|Vertrag,1,121931,0.0
pre-1700,Flugschrift|Gelegenheitsschrift:Geburt,1,121931,0.0
pre-1700,Flugschrift|Gelegenheitsschrift:Hochzeit,1,121931,0.0
pre-1700,Flugschrift|Gelegenheitsschrift:Sieg|Lyrik,1,121931,0.0
pre-1700,Flugschrift|Gelegenheitsschrift:Tod|Lied,1,121931,0.0
pre-1700,Flugschrift|Gelegenheitsschrift|Festbeschreibung,1,121931,0.0
pre-1700,Flugschrift|Geometrie|Mathematik|Streitschrift|Einführung,1,121931,0.0
pre-1700,Flugschrift|Gesellschaftsschrift,1,121931,0.0
pre-1700,Flugschrift|Kalender,1,121931,0.0
pre-1700,Flugschrift|Kommentar: theol.,1,121931,0.0
pre-1700,Flugschrift|Lied|Lyrik,1,121931,0.0
pre-1700,Flugschrift|Lyrik|Liedersammlung,1,121931,0.0
pre-1700,Flugschrift|Medizin|Ratgeber,1,121931,0.0
pre-1700,Flugschrift|Ordensliteratur:Dominikaner,1,121931,0.0
pre-1700,Flugschrift|Ordensliteratur:Jesuiten|Streitschrift:theol.,1,121931,0.0
